,id,customer_id,country_id,tbl_loan_id,lender_id,loan_type,loan_risk,total_amount,total_amount_to_repay,interest_rate,disbursement_date,due_date,duration,amount_funded_by_lender,lender_portion_funded,lender_portion_to_be_repaid,new_versus_repeat,target,interest_rate_bin,interest_rate_bin_encoded,daily_loan_cost,cost_category,cost_category_encoded,to_repay_log,disbursement_month,disbursement_quarter,due_month,due_quarter,interaction1
44833,ID_256486214867267278,256486,Kenya,214867,267278,Type_1,Low Risk,865.0,891.0,156.72997522708505,2022-07-13,2022-07-20,7,259.5,0.3,267.0,Repeat Loan,0,Exorbitant,1,3.7142857142857144,Small,1,6.79346613258001,7,3,7,3,3_7
44834,ID_263726287641267278,263726,Kenya,287641,267278,Type_1,Low Risk,8690.0,8900.0,126.00690448791714,2022-10-24,2022-10-31,7,851.64,0.0980023014959723,872.0,Repeat Loan,0,Exorbitant,1,30.0,High,3,9.093918908958932,10,4,10,4,4_7
44835,ID_261473256537267278,261473,Kenya,256537,267278,Type_1,Low Risk,6191.0,6191.0,0.0,2022-09-10,2022-09-17,7,1857.3,0.3,1857.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.731013415269564,9,3,9,3,3_7
44836,ID_254592255685267278,254592,Kenya,255685,267278,Type_1,Low Risk,890.0,890.0,0.0,2022-09-09,2022-09-16,7,267.0,0.3,267.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.792344427470809,9,3,9,3,3_7
44837,ID_239367253465267278,239367,Kenya,253465,267278,Type_1,Low Risk,7839.0,8080.0,160.30652597816774,2022-09-06,2022-09-13,7,730.5,0.0931879066207424,753.0,Repeat Loan,0,Exorbitant,1,34.42857142857143,High,3,8.997270906233448,9,3,9,3,3_7
44838,ID_310615374145251804,310615,Kenya,374145,251804,Type_7,High Risk,5045.0,5222.0,182.93926093727876,2024-10-29,2024-11-05,7,1009.0,0.2,1044.0,Repeat Loan,0,Exorbitant,1,25.285714285714285,High,3,8.560827228436299,10,4,11,4,4_7
44839,ID_245766192990251804,245766,Kenya,192990,251804,Type_5,High Risk,10000.0,10600.0,156.42857142857142,2022-06-17,2022-07-01,14,1333.0,0.1333,1413.0,Repeat Loan,0,Exorbitant,1,42.857142857142854,High,3,9.268703615273097,6,2,7,2,2_14
44840,ID_265047166698251804,265047,Kenya,166698,251804,Type_4,High Risk,700000.0,801916.0,59.04657142857144,2022-05-16,2022-08-14,90,1666.31,0.0023804428571428,1909.0,Repeat Loan,0,Exorbitant,1,1132.4,High,3,13.59476039022124,5,2,8,2,2_90
44841,ID_257003264266267278,257003,Kenya,264266,267278,Type_1,Low Risk,6619.0,6822.0,159.9184166792567,2022-09-21,2022-09-28,7,0.9,0.0001359722012388,1.0,Repeat Loan,0,Exorbitant,1,29.0,High,3,8.828054536815424,9,3,9,3,3_7
44842,ID_256551241436267278,256551,Kenya,241436,267278,Type_1,Low Risk,2599.0,2694.0,190.59528390040123,2022-08-22,2022-08-29,7,779.7,0.3,808.0,Repeat Loan,0,Exorbitant,1,13.571428571428571,Moderate,2,7.899153483343097,8,3,8,3,3_7
44843,ID_260080226558267278,260080,Kenya,226558,267278,Type_1,Low Risk,5099.0,5099.0,0.0,2022-07-28,2022-08-04,7,1529.7,0.3,1530.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.536995818712418,7,3,8,3,3_7
44844,ID_261232301063267278,261232,Kenya,301063,267278,Type_1,Low Risk,5629.0,5629.0,0.0,2022-11-18,2022-11-25,7,1.66,0.0002949014034464,2.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.635864721133736,11,4,11,4,4_7
44845,ID_264405298631267278,264405,Kenya,298631,267278,Type_1,Low Risk,5488.0,5623.0,128.26686797167847,2022-11-14,2022-11-21,7,1646.4,0.3,1687.0,Repeat Loan,0,Exorbitant,1,19.285714285714285,Moderate,2,8.6347984334905,11,4,11,4,4_7
44846,ID_267873223775267278,267873,Kenya,223775,267278,Type_1,Low Risk,15048.0,15048.0,0.0,2022-07-25,2022-08-01,7,4514.4,0.3,4514.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.619066822786719,7,3,8,3,3_7
44847,ID_311197373233251804,311197,Kenya,373233,251804,Type_7,High Risk,8074.0,8357.0,182.7647829010227,2024-10-15,2024-10-22,7,1615.0,0.200024770869457,1672.0,Repeat Loan,0,Exorbitant,1,40.42857142857143,High,3,9.03097444300786,10,4,10,4,4_7
44848,ID_250156222067267278,250156,Kenya,222067,267278,Type_1,Low Risk,13307.0,13307.0,0.0,2022-07-22,2022-07-29,7,3992.1,0.3,3992.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.496120637138368,7,3,7,3,3_7
44849,ID_239456304254267278,239456,Kenya,304254,267278,Type_1,Low Risk,9152.0,9207.0,31.33585164835165,2022-11-25,2022-12-02,7,2745.6,0.3,2762.0,Repeat Loan,0,Exorbitant,1,7.857142857142857,Moderate,2,9.127827950401718,11,4,12,4,4_7
44850,ID_243804232611267278,243804,Kenya,232611,267278,Type_1,Low Risk,7409.0,7636.0,159.75743786514468,2022-08-06,2022-08-13,7,2222.7,0.3,2291.0,Repeat Loan,0,Exorbitant,1,32.42857142857143,High,3,8.940760134888384,8,3,8,3,3_7
44851,ID_252817262280267278,252817,Kenya,262280,267278,Type_1,Low Risk,11912.0,11912.0,0.0,2022-09-19,2022-09-26,7,3573.6,0.3,3574.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.38538551979936,9,3,9,3,3_7
44852,ID_249194369817251804,249194,Kenya,369817,251804,Type_7,High Risk,8525.0,8824.0,182.88227901131125,2024-08-28,2024-09-04,7,1705.0,0.2,1765.0,Repeat Loan,0,Exorbitant,1,42.714285714285715,High,3,9.085343881801498,8,3,9,3,3_7
44853,ID_246022275774267278,246022,Kenya,275774,267278,Type_1,Low Risk,1494.0,1538.0,153.56664754255115,2022-10-06,2022-10-13,7,418.27,0.279966532797858,431.0,Repeat Loan,0,Exorbitant,1,6.285714285714286,Moderate,2,7.338888133838879,10,4,10,4,4_7
44854,ID_242709223596267278,242709,Kenya,223596,267278,Type_1,Low Risk,2970.0,3007.0,64.95911495911496,2022-07-25,2022-08-01,7,891.0,0.3,902.0,Repeat Loan,0,Exorbitant,1,5.285714285714286,Moderate,2,8.00903068506973,7,3,8,3,3_7
44855,ID_243095278189267278,243095,Kenya,278189,267278,Type_1,Low Risk,1580.0,1580.0,0.0,2022-10-10,2022-10-17,7,474.0,0.3,474.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.365812837209472,10,4,10,4,4_7
44856,ID_242487231935267278,242487,Kenya,231935,267278,Type_1,Low Risk,185.0,187.0,56.37065637065637,2022-08-04,2022-08-11,7,55.5,0.3,56.0,Repeat Loan,0,Exorbitant,1,0.2857142857142857,Small,1,5.236441962829949,8,3,8,3,3_7
44857,ID_250156273221267278,250156,Kenya,273221,267278,Type_1,Low Risk,10834.0,10834.0,0.0,2022-10-03,2022-10-10,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.29053691397046,10,4,10,4,4_7
44858,ID_248138253827267278,248138,Kenya,253827,267278,Type_1,Low Risk,890.0,923.0,193.33868378812198,2022-09-07,2022-09-14,7,6.19,0.0069550561797752,6.0,Repeat Loan,0,Exorbitant,1,4.714285714285714,Moderate,2,6.828712071641684,9,3,9,3,3_7
44859,ID_239328256672267278,239328,Kenya,256672,267278,Type_1,Low Risk,35180.0,35630.0,66.69779907414927,2022-09-10,2022-09-17,7,907.78,0.0258038658328595,919.0,Repeat Loan,0,Exorbitant,1,64.28571428571429,High,3,10.48097132444235,9,3,9,3,3_7
44860,ID_247625228227267278,247625,Kenya,228227,267278,Type_1,Low Risk,4999.0,5069.0,73.01460292058411,2022-07-30,2022-08-06,7,1499.7,0.3,1521.0,Repeat Loan,0,Exorbitant,1,10.0,Moderate,2,8.531096096585228,7,3,8,3,3_7
44861,ID_248506221407267278,248506,Kenya,221407,267278,Type_1,Low Risk,28613.0,37158.0,1557.1967786870105,2022-07-21,2022-07-28,7,8583.9,0.3,11147.0,Repeat Loan,0,Exorbitant,1,1220.7142857142858,High,3,10.522961281909057,7,3,7,3,3_7
44862,ID_256960227028267278,256960,Kenya,227028,267278,Type_1,Low Risk,50990.0,50990.0,0.0,2022-07-28,2022-08-04,7,15297.0,0.3,15297.0,Repeat Loan,0,Normal,0,0.0,Zero,0,10.839404425545462,7,3,8,3,3_7
44863,ID_264080285561267278,264080,Kenya,285561,267278,Type_1,Low Risk,3268.0,3288.0,31.91117328204231,2022-10-20,2022-10-27,7,980.4,0.3,986.0,Repeat Loan,0,Exorbitant,1,2.857142857142857,Small,1,8.098338846189057,10,4,10,4,4_7
44864,ID_245537217008251804,245537,Kenya,217008,251804,Type_5,High Risk,12000.0,12520.0,225.95238095238096,2022-07-18,2022-07-25,7,2191.47,0.1826225,2286.0,Repeat Loan,0,Exorbitant,1,74.28571428571429,High,3,9.435162513668947,7,3,7,3,3_7
44865,ID_262070220040267278,262070,Kenya,220040,267278,Type_1,Low Risk,5349.0,5349.0,0.0,2022-07-20,2022-07-27,7,1604.7,0.3,1605.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.584851839890053,7,3,7,3,3_7
44866,ID_256880299915267278,256880,Kenya,299915,267278,Type_1,Low Risk,4099.0,4099.0,0.0,2022-11-16,2022-11-23,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.318742252692399,11,4,11,4,4_7
44867,ID_261267231348267278,261267,Kenya,231348,267278,Type_1,Low Risk,3058.0,3080.0,37.51284686536485,2022-08-03,2022-08-10,7,917.4,0.3,924.0,Repeat Loan,0,Exorbitant,1,3.142857142857143,Small,1,8.033009498596668,8,3,8,3,3_7
44868,ID_267704290455267278,267704,Kenya,290455,267278,Type_1,Low Risk,3579.0,3709.0,189.39847523250708,2022-10-29,2022-11-05,7,135.0,0.0377200335289186,140.0,Repeat Loan,0,Exorbitant,1,18.571428571428573,Moderate,2,8.21878715560148,10,4,11,4,4_7
44869,ID_264130262781267278,264130,Kenya,262781,267278,Type_1,Low Risk,2664.0,2664.0,0.0,2022-09-19,2022-09-26,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.887959336599945,9,3,9,3,3_7
44870,ID_266666247237267278,266666,Kenya,247237,267278,Type_1,Low Risk,55081.0,56756.0,158.56517803650206,2022-08-29,2022-09-05,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,239.28571428571428,High,3,10.946534275754528,8,3,9,3,3_7
44871,ID_248758287186267278,248758,Kenya,287186,267278,Type_1,Low Risk,10216.0,10513.0,151.58994294663833,2022-10-24,2022-10-31,7,3064.8,0.3,3154.0,Repeat Loan,0,Exorbitant,1,42.42857142857143,High,3,9.260462981379394,10,4,10,4,4_7
44872,ID_309071372498267278,309071,Kenya,372498,267278,Type_7,High Risk,5860.0,6107.0,219.78303266699172,2024-10-04,2024-10-11,7,1172.0,0.2,1221.0,Repeat Loan,0,Exorbitant,1,35.285714285714285,High,3,8.717354666338522,10,4,10,4,4_7
44873,ID_259642279062267278,259642,Kenya,279062,267278,Type_1,Low Risk,6597.0,6637.0,31.616102557439525,2022-10-10,2022-10-17,7,1979.1,0.3,1991.0,Repeat Loan,0,Exorbitant,1,5.714285714285714,Moderate,2,8.80056599227992,10,4,10,4,4_7
44874,ID_256361286287267278,256361,Kenya,286287,267278,Type_1,Low Risk,8359.0,8386.0,16.84241108813426,2022-10-22,2022-10-29,7,2507.7,0.3,2516.0,Repeat Loan,0,Normal,0,3.857142857142857,Small,1,9.034438166984412,10,4,10,4,4_7
44875,ID_245243221172267278,245243,Kenya,221172,267278,Type_1,Low Risk,2349.0,2349.0,0.0,2022-07-21,2022-07-28,7,704.7,0.3,705.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.762170607138205,7,3,7,3,3_7
44876,ID_242189276321267278,242189,Kenya,276321,267278,Type_1,Low Risk,1344.0,1354.0,38.79676870748299,2022-10-06,2022-10-13,7,403.2,0.3,406.0,Repeat Loan,0,Exorbitant,1,1.4285714285714286,Small,1,7.2115567333138015,10,4,10,4,4_7
44877,ID_269805297410267278,269805,Kenya,297410,267278,Type_1,Low Risk,4300.0,4409.0,132.1760797342193,2022-11-11,2022-11-18,7,7.67,0.0017837209302325,8.0,Repeat Loan,0,Exorbitant,1,15.571428571428571,Moderate,2,8.391629968440892,11,4,11,4,4_7
44878,ID_252510270603267278,252510,Kenya,270603,267278,Type_1,Low Risk,4470.0,4566.0,111.98465963566633,2022-09-29,2022-10-06,7,620.51,0.138816554809843,634.0,Repeat Loan,0,Exorbitant,1,13.714285714285714,Moderate,2,8.426611813185,9,3,10,3,3_7
44879,ID_247087247497267278,247087,Kenya,247497,267278,Type_1,Low Risk,11000.0,11206.0,97.64935064935065,2022-08-30,2022-09-06,7,3300.0,0.3,3362.0,Repeat Loan,0,Exorbitant,1,29.428571428571427,High,3,9.324293862052029,8,3,9,3,3_7
44880,ID_250156254539267278,250156,Kenya,254539,267278,Type_1,Low Risk,12367.0,12442.0,31.622174219408794,2022-09-08,2022-09-15,7,1869.2,0.151144174011482,1881.0,Repeat Loan,0,Exorbitant,1,10.714285714285714,Moderate,2,9.428913494775632,9,3,9,3,3_7
44881,ID_258145220297267278,258145,Kenya,220297,267278,Type_1,Low Risk,15563.0,15942.0,126.9815771839803,2022-07-20,2022-07-27,7,4668.9,0.3,4783.0,Repeat Loan,0,Exorbitant,1,54.142857142857146,High,3,9.676775140407365,7,3,7,3,3_7
44882,ID_308974368996251804,308974,Kenya,368996,251804,Type_7,High Risk,7000.0,7276.0,205.59183673469389,2024-08-15,2024-08-22,7,1400.0,0.2,1455.0,Repeat Loan,0,Exorbitant,1,39.42857142857143,High,3,8.892473968347087,8,3,8,3,3_7
44883,ID_243974272323267278,243974,Kenya,272323,267278,Type_1,Low Risk,5922.0,6104.0,160.24991556906448,2022-10-01,2022-10-08,7,28.87,0.0048750422154677,30.0,Repeat Loan,0,Exorbitant,1,26.0,High,3,8.716863386544805,10,4,10,4,4_7
44884,ID_246684259246267278,246684,Kenya,259246,267278,Type_1,Low Risk,6215.0,6356.0,118.29674750028731,2022-09-14,2022-09-21,7,1.53,0.0002461786001609,2.0,Repeat Loan,0,Exorbitant,1,20.142857142857142,Moderate,2,8.757311846936409,9,3,9,3,3_7
44885,ID_248084283319267278,248084,Kenya,283319,267278,Type_1,Low Risk,1135.0,1143.0,36.752674638137194,2022-10-17,2022-10-24,7,340.5,0.3,343.0,Repeat Loan,0,Exorbitant,1,1.1428571428571428,Small,1,7.042286171939743,10,4,10,4,4_7
44886,ID_263484245308267278,263484,Kenya,245308,267278,Type_1,Low Risk,6898.0,6898.0,0.0,2022-08-26,2022-09-02,7,319.65,0.0463395187010727,320.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.839131752546109,8,3,9,3,3_7
44887,ID_248673154280251804,248673,Kenya,154280,251804,Type_5,High Risk,14000.0,14800.0,148.9795918367347,2022-04-30,2022-05-14,14,745.43,0.0532449999999999,788.0,Repeat Loan,0,Exorbitant,1,57.142857142857146,High,3,9.60245002503719,4,2,5,2,2_14
44888,ID_265378297734267278,265378,Kenya,297734,267278,Type_1,Low Risk,1765.0,1830.0,192.02751922298663,2022-11-12,2022-11-19,7,529.5,0.3,549.0,Repeat Loan,0,Exorbitant,1,9.285714285714286,Moderate,2,7.5126175446745105,11,4,11,4,4_7
44889,ID_257623238953267278,257623,Kenya,238953,267278,Type_1,Low Risk,9978.0,10099.0,63.23196747129399,2022-08-18,2022-08-25,7,2993.4,0.3,3030.0,Repeat Loan,0,Exorbitant,1,17.285714285714285,Moderate,2,9.22029070282935,8,3,8,3,3_7
44890,ID_253927252701267278,253927,Kenya,252701,267278,Type_1,Low Risk,23448.0,23448.0,0.0,2022-09-06,2022-09-13,7,7034.4,0.3,7034.0,Repeat Loan,0,Normal,0,0.0,Zero,0,10.062583129041906,9,3,9,3,3_7
44891,ID_256877283711267278,256877,Kenya,283711,267278,Type_1,Low Risk,4529.0,4539.0,11.513106015203608,2022-10-17,2022-10-24,7,793.57,0.175219695296975,795.0,Repeat Loan,0,Normal,0,1.4285714285714286,Small,1,8.420682291035394,10,4,10,4,4_7
44892,ID_256841239808267278,256841,Kenya,239808,267278,Type_1,Low Risk,2420.0,2420.0,0.0,2022-08-19,2022-08-26,7,726.0,0.3,726.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.791935956938058,8,3,8,3,3_7
44893,ID_251174269902267278,251174,Kenya,269902,267278,Type_1,Low Risk,2869.0,2932.0,114.49982572324853,2022-09-28,2022-10-05,7,860.7,0.3,880.0,Repeat Loan,0,Exorbitant,1,9.0,Moderate,2,7.983781068977451,9,3,10,3,3_7
44894,ID_100613258261267278,100613,Kenya,258261,267278,Type_1,Low Risk,41504.0,42055.0,69.22396464368322,2022-09-13,2022-09-20,7,3.57,8.60158057054741e-05,4.0,Repeat Loan,0,Exorbitant,1,78.71428571428571,High,3,10.646757342499283,9,3,9,3,3_7
44895,ID_254284296907267278,254284,Kenya,296907,267278,Type_1,Low Risk,480.0,488.0,86.9047619047619,2022-11-10,2022-11-17,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,1.1428571428571428,Small,1,6.192362489474872,11,4,11,4,4_7
44896,ID_254783214790267278,254783,Kenya,214790,267278,Type_1,Low Risk,5649.0,5683.0,31.38355714032825,2022-07-13,2022-07-20,7,1694.7,0.3,1705.0,Repeat Loan,0,Exorbitant,1,4.857142857142857,Moderate,2,8.64541048921699,7,3,7,3,3_7
44897,ID_252937242366267278,252937,Kenya,242366,267278,Type_1,Low Risk,405.0,405.0,0.0,2022-08-22,2022-08-29,7,121.5,0.3,122.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.0063531596017325,8,3,8,3,3_7
44898,ID_269869298521267278,269869,Kenya,298521,267278,Type_1,Low Risk,3645.0,3697.0,74.38761512835586,2022-11-14,2022-11-21,7,1093.5,0.3,1109.0,Repeat Loan,0,Exorbitant,1,7.428571428571429,Moderate,2,8.21554741194707,11,4,11,4,4_7
44899,ID_242250276749267278,242250,Kenya,276749,267278,Type_1,Low Risk,2240.0,2240.0,0.0,2022-10-07,2022-10-14,7,14.51,0.0064776785714285,15.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.714677473800927,10,4,10,4,4_7
44900,ID_254049275002267278,254049,Kenya,275002,267278,Type_1,Low Risk,19359.0,19850.0,132.24930449477174,2022-10-05,2022-10-12,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,70.14285714285714,High,3,9.89600966268017,10,4,10,4,4_7
44901,ID_250907267588267278,250907,Kenya,267588,267278,Type_1,Low Risk,7969.0,8213.0,159.65437498879587,2022-09-26,2022-10-03,7,2390.7,0.3,2464.0,Repeat Loan,0,Exorbitant,1,34.857142857142854,High,3,9.013595294516504,9,3,10,3,3_7
44902,ID_264539226097267278,264539,Kenya,226097,267278,Type_1,Low Risk,26094.0,26094.0,0.0,2022-07-27,2022-08-03,7,7828.2,0.3,7828.0,Repeat Loan,0,Normal,0,0.0,Zero,0,10.169499004077514,7,3,8,3,3_7
44903,ID_244876232557267278,244876,Kenya,232557,267278,Type_1,Low Risk,13596.0,13952.0,136.5317530366074,2022-08-05,2022-08-12,7,4078.8,0.3,4186.0,Repeat Loan,0,Exorbitant,1,50.857142857142854,High,3,9.543449817892206,8,3,8,3,3_7
44904,ID_258028304409267278,258028,Kenya,304409,267278,Type_1,Low Risk,2070.0,2070.0,0.0,2022-11-26,2022-12-03,7,621.0,0.3,621.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.635786861395585,11,4,12,4,4_7
44905,ID_263232303295267278,263232,Kenya,303295,267278,Type_1,Low Risk,1500.0,1555.0,191.19047619047618,2022-11-23,2022-11-30,7,450.0,0.3,467.0,Repeat Loan,0,Exorbitant,1,7.857142857142857,Moderate,2,7.349873704738337,11,4,11,4,4_7
44906,ID_248083266580267278,248083,Kenya,266580,267278,Type_1,Low Risk,10171.0,10293.0,62.54477014480947,2022-09-24,2022-10-01,7,689.51,0.0677917608888015,698.0,Repeat Loan,0,Exorbitant,1,17.428571428571427,Moderate,2,9.2393164802127,9,3,10,3,3_7
44907,ID_310150372736267278,310150,Kenya,372736,267278,Type_7,High Risk,5000.0,5176.0,183.54285714285714,2024-10-08,2024-10-15,7,1000.0,0.2,1035.0,Repeat Loan,0,Exorbitant,1,25.142857142857142,High,3,8.551981016901902,10,4,10,4,4_7
44908,ID_259729253420267278,259729,Kenya,253420,267278,Type_1,Low Risk,375920.0,375920.0,0.0,2022-09-06,2022-09-13,7,25599.67,0.0680987178123004,25600.0,Repeat Loan,0,Normal,0,0.0,Zero,0,12.837134293913614,9,3,9,3,3_7
44909,ID_262418243727267278,262418,Kenya,243727,267278,Type_1,Low Risk,7084.0,7302.0,160.46220859885457,2022-08-24,2022-08-31,7,2125.2,0.3,2191.0,Repeat Loan,0,Exorbitant,1,31.142857142857142,High,3,8.89604050162011,8,3,8,3,3_7
44910,ID_253373227586267278,253373,Kenya,227586,267278,Type_1,Low Risk,10416.0,10735.0,159.69250603467194,2022-07-29,2022-08-05,7,3124.8,0.3,3221.0,Repeat Loan,0,Exorbitant,1,45.57142857142857,High,3,9.281357859211463,7,3,8,3,3_7
44911,ID_252908305015267278,252908,Kenya,305015,267278,Type_1,Low Risk,3409.0,3458.0,74.94866529774129,2022-11-26,2022-12-03,7,1022.7,0.3,1037.0,Repeat Loan,0,Exorbitant,1,7.0,Moderate,2,8.148734808937169,11,4,12,4,4_7
44912,ID_247453231306267278,247453,Kenya,231306,267278,Type_1,Low Risk,37238.0,37456.0,30.525653518295442,2022-08-03,2022-08-10,7,11171.4,0.3,11237.0,Repeat Loan,0,Exorbitant,1,31.142857142857142,High,3,10.530948887366618,8,3,8,3,3_7
44913,ID_258480298151267278,258480,Kenya,298151,267278,Type_1,Low Risk,5948.0,6020.0,63.118455183014696,2022-11-12,2022-11-19,7,1784.4,0.3,1806.0,Repeat Loan,0,Exorbitant,1,10.285714285714286,Moderate,2,8.703008637464448,11,4,11,4,4_7
44914,ID_259375262836267278,259375,Kenya,262836,267278,Type_1,Low Risk,3754.0,3754.0,0.0,2022-09-19,2022-09-26,7,1126.2,0.3,1126.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.230843564198235,9,3,9,3,3_7
44915,ID_8454255548267278,8454,Kenya,255548,267278,Type_1,Low Risk,15568.0,16431.0,289.04988254294517,2022-09-09,2022-09-16,7,0.22,1.4131551901336e-05,0.0,Repeat Loan,0,Exorbitant,1,123.28571428571429,High,3,9.70698593216834,9,3,9,3,3_7
44916,ID_260055231812267278,260055,Kenya,231812,267278,Type_1,Low Risk,4500.0,4532.0,37.079365079365076,2022-08-04,2022-08-11,7,1350.0,0.3,1360.0,Repeat Loan,0,Exorbitant,1,4.571428571428571,Moderate,2,8.41913925094085,8,3,8,3,3_7
44917,ID_311009374461267278,311009,Kenya,374461,267278,Type_7,High Risk,9400.0,9730.0,183.05471124620058,2024-11-02,2024-11-09,7,1880.0,0.2,1946.0,Repeat Loan,0,Exorbitant,1,47.142857142857146,High,3,9.18307194482199,11,4,11,4,4_7
44918,ID_258351240568267278,258351,Kenya,240568,267278,Type_1,Low Risk,1310.0,1320.0,39.80370774263904,2022-08-20,2022-08-27,7,393.0,0.3,396.0,Repeat Loan,0,Exorbitant,1,1.4285714285714286,Small,1,7.186144304522325,8,3,8,3,3_7
44919,ID_308410375243251804,308410,Kenya,375243,251804,Type_7,High Risk,5875.0,6081.0,182.83282674772033,2024-11-13,2024-11-20,7,979.33,0.166694468085106,1014.0,Repeat Loan,0,Exorbitant,1,29.428571428571427,High,3,8.71308886823731,11,4,11,4,4_7
44920,ID_245792264793267278,245792,Kenya,264793,267278,Type_1,Low Risk,2324.0,2409.0,190.71182689943447,2022-09-22,2022-09-29,7,697.2,0.3,723.0,Repeat Loan,0,Exorbitant,1,12.142857142857142,Moderate,2,7.787382026484701,9,3,9,3,3_7
44921,ID_172732259647267278,172732,Kenya,259647,267278,Type_1,Low Risk,8811.0,9081.0,159.78403618853056,2022-09-15,2022-09-22,7,2643.3,0.3,2724.0,Repeat Loan,0,Exorbitant,1,38.57142857142857,High,3,9.114049711657897,9,3,9,3,3_7
44922,ID_265607236902267278,265607,Kenya,236902,267278,Type_1,Low Risk,1829.0,1829.0,0.0,2022-08-15,2022-08-22,7,548.7,0.3,549.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.512071245835466,8,3,8,3,3_7
44923,ID_267211231599267278,267211,Kenya,231599,267278,Type_1,Low Risk,4587.0,4587.0,0.0,2022-08-04,2022-08-11,7,1376.1,0.3,1376.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.431199478249262,8,3,8,3,3_7
44924,ID_255796229153267278,255796,Kenya,229153,267278,Type_1,Low Risk,17172.0,17590.0,126.92589264916307,2022-08-01,2022-08-08,7,5151.6,0.3,5277.0,Repeat Loan,0,Exorbitant,1,59.714285714285715,High,3,9.775142686598905,8,3,8,3,3_7
44925,ID_248983258932267278,248983,Kenya,258932,267278,Type_1,Low Risk,7500.0,7545.0,31.285714285714285,2022-09-14,2022-09-21,7,2250.0,0.3,2264.0,Repeat Loan,0,Exorbitant,1,6.428571428571429,Moderate,2,8.928772900524256,9,3,9,3,3_7
44926,ID_269345296509267278,269345,Kenya,296509,267278,Type_1,Low Risk,990.0,1011.0,110.6060606060606,2022-11-09,2022-11-16,7,209.7,0.211818181818181,214.0,Repeat Loan,0,Exorbitant,1,3.0,Small,1,6.919683849847411,11,4,11,4,4_7
44927,ID_261757267127267278,261757,Kenya,267127,267278,Type_1,Low Risk,15128.0,15589.0,158.89646445569235,2022-09-24,2022-10-01,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,65.85714285714286,High,3,9.654384962051822,9,3,10,3,3_7
44928,ID_243147285409267278,243147,Kenya,285409,267278,Type_1,Low Risk,109514.0,111723.0,105.1770288991101,2022-10-20,2022-10-27,7,610.29,0.0055727121646547,623.0,Repeat Loan,0,Exorbitant,1,315.57142857142856,High,3,11.623786823213376,10,4,10,4,4_7
44929,ID_261232222427267278,261232,Kenya,222427,267278,Type_1,Low Risk,2675.0,2675.0,0.0,2022-07-22,2022-07-29,7,802.5,0.3,803.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.892078421248119,7,3,7,3,3_7
44930,ID_269196305580267278,269196,Kenya,305580,267278,Type_1,Low Risk,27293.0,27293.0,0.0,2022-11-28,2022-12-05,7,8187.9,0.3,8188.0,Repeat Loan,0,Normal,0,0.0,Zero,0,10.21442217679806,11,4,12,4,4_7
44931,ID_246994222122267278,246994,Kenya,222122,267278,Type_1,Low Risk,2239.0,2239.0,0.0,2022-07-22,2022-07-29,7,671.7,0.3,672.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.7142311448490855,7,3,7,3,3_7
44932,ID_256752283230267278,256752,Kenya,283230,267278,Type_1,Low Risk,7662.0,7666.0,2.722153857627624,2022-10-17,2022-10-24,7,2298.6,0.3,2300.0,Repeat Loan,0,Normal,0,0.5714285714285714,Small,1,8.944680683558895,10,4,10,4,4_7
44933,ID_243233233326267278,243233,Kenya,233326,267278,Type_1,Low Risk,899.0,899.0,0.0,2022-08-08,2022-08-15,7,269.7,0.3,270.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.802394763324311,8,3,8,3,3_7
44934,ID_254227301433267278,254227,Kenya,301433,267278,Type_1,Low Risk,28099.0,28099.0,0.0,2022-11-19,2022-11-26,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,10.243524855321837,11,4,11,4,4_7
